"","DSS Status","CP Thrptc Area Cde","TR Trial Num","TR Trial Alias","TR Cmpnd Desc","TR Phase Cde","TR Pln Entr Trt","Cfm Entr Trt","TR Cntrys Pln","TR Sites Pln","TR PA Fct","TR PA Act","TR FPV Fct","TR FPV Act","TR LPV Fct","TR LPV Act","TR Primary Outcome LPV Fct","TR Primary Outcome LPV Act","TR Primary Outcome DB Lock Fct","TR Primary Outcome DB Lock Act","TR DB Fnlzd Fct","TR DB Fnlzd Act","TR Fnl Rpt Cmplt Fct","TR Fnl Rpt Cmplt Act","TR Trial Publication Fct","TR Trial Publication Act","TR Managing MU Cde","TR DMgmt MU Cde","TR Finance MU Cde","TR Rglty Category Cde","TR Funding","TR Canc Stp Flg","TR Trial Status Desc Cancel/Stop","TR Date Hld Canc Stp","TR CRF Agreement/TG 3 Fct","TR CRF Agreement/TG 3 Act","TR CRF Aprvl/TG 4 Fct","TR CRF Aprvl/TG 4 Act","TR Sys in Prod Fct","TR Sys in Prod Act","TR Trial Desc","TR Critical Path","LY","Manager","Data Management System","Data Management Support (Lilly/TPO)","Clinical Data Associate","CDM Name","Comments","eCOA Flag"
"1668","Archive","CV",13697,"I1V-MC-EIAJ","Evacetrapib (LY2484595)","I","45","39",1,1,2011-09-13,2011-09-13,2011-10-08,2011-10-11,2011-12-30,2011-12-30,2011-12-30,2011-12-30,2012-04-09,2012-04-03,2012-04-09,2012-04-03,2012-07-27,2012-07-26,NA,NA,"COR","COR","PRX","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Confirmatory Relative Bioavailability(RBA)Study Healthy Subj","Critical","LLY2484595","Kimberly L O'Day",NA,NA,NA,NA,NA,NA
"1669","Archive","CV",13693,"H6D-JE-TD01","Tadalafil","IV","1650","1809",1,1,2009-10-30,2009-10-28,2010-01-31,2010-01-13,2014-08-31,2014-08-31,2014-08-31,2014-08-31,2015-10-14,2015-10-20,2015-10-14,2015-10-20,2016-04-14,2016-04-08,NA,NA,"JP","JP","JP","PMSNI1","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"JP_Adcirca_PAH_special_PMS",NA,"LLY450190","Yuko Ochiai","Paper - Other","QUINTILES (Project)","Isamu Tamura",NA,NA,NA
"1670","Archive","CV",13675,"H6D-EW-LVIU","Tadalafil","IV","660","973",4,100,2011-05-31,2011-06-01,2011-12-01,2011-11-17,2012-12-21,2012-12-20,2012-12-21,2012-12-20,2013-01-31,2013-01-25,2013-01-31,2013-01-25,2013-06-30,2013-06-27,2013-12-18,2014-02-01,"UK","ICC","UK","PMSNI2","Local","No","Trial File Closed",2010-07-16,NA,NA,NA,NA,NA,NA,"Obs study on Tadalafil oad","Not Critical","LLY450190","Marisa Alamillo","InForm/InFuse","ICON (Process)","Rita Papen",NA,NA,NA
"1671","Archive","CV",13668,"H7T-KL-B013","Prasugrel","IV","3400","3628",1,150,2010-11-25,2010-12-13,2012-09-30,2012-07-13,2016-07-29,2016-02-17,2016-03-31,2016-02-17,2016-08-30,NA,2016-08-30,2016-08-23,2017-03-30,2017-02-14,NA,NA,"KR","KR","COR","PMSNI1","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Prasugrel PMS (Post Marketing Surveillance) in Korea","Not Critical","LLY640315","Paula Michelle Lynch","Paper - Other","DreamCIS","Paula Michelle Lynch",NA,NA,NA
"1672","Archive","CV",13529,"H6D-CR-LVIW","Tadalafil","IIIB","646","695",13,75,2010-05-05,2010-05-11,2010-09-10,2010-09-10,2012-05-09,2012-05-24,2012-02-01,2012-02-15,2012-06-01,2012-06-01,2012-06-01,2012-06-01,2012-09-24,2012-09-24,NA,NA,"ICS","ICS",NA,"CTTHER","Local","No","Trial File Closed",NA,NA,NA,2010-03-23,2010-04-15,2010-09-01,2010-09-08,"Tadalfl in combo with 5-alpha reductase inhibitors - BPH","Not Critical","LLY450190","Marisa Alamillo","InForm/InFuse","ICON (Process)","MARIA CARMEN JIMENEZ",NA,"Transitioned to EU DSS --  Jan 2011",NA
"1673","Archive","CV",13469,"H6D-MC-LVIR","Tadalafil","III","106","101",4,8,2010-05-26,2010-06-18,2010-09-21,2010-09-30,2012-08-08,2012-07-23,2012-08-08,2012-07-23,2012-09-25,2012-09-25,2012-09-25,2012-09-25,2012-12-17,2012-12-13,NA,NA,"COR","I3","COR","CT-EXP","Corporate","No","Trial File Closed",NA,2010-05-17,2010-05-17,2010-05-17,2010-06-23,2010-08-24,NA,"MOA-BPH blood perfusion","Not Critical","LLY450190","Angela Elena Hall","InForm/Clintrial (ICC)","inVentiv Clinical Solutions (Process)",NA,"Laura Jelovich",NA,NA
"1674","Archive","CV",13446,"H7T-CA-B012","Prasugrel","IV","2200","2214",1,30,2011-03-10,2011-03-09,2011-11-21,2011-12-09,2014-08-08,2014-10-07,2014-08-08,2014-10-07,2014-10-03,2014-10-09,2014-10-03,2014-10-09,2015-02-27,2015-03-26,2015-04-10,NA,"COR","INV","CA","PMSNI2","Local","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Canadian Observational ACS-PCI Trial (COAPT)","Not Critical","LLY640315","Linda N Simba","InForm/Clintrial (ICC)","inVentiv Clinical Solutions (Process)","Cory Zurcher","Terri McCalley","Note that UBC contract was terminated in Q2 2013. The data was moved into SDD. The study is going on without ePRO. the Sites are managing the data UBC was managing. ​",NA
"1675","Archive","CV",13263,"H7T-MC-B010","Prasugrel","IV","10000","15442",1,10,2011-04-15,2011-04-11,2011-04-15,2011-04-11,2013-04-01,2013-04-02,2013-04-01,2013-04-02,2013-04-01,2013-04-02,2013-04-01,2013-04-02,2013-08-15,2013-08-09,NA,NA,"COR","CRO","COR","PMNIEU","Corporate","No","Trial File Closed",2010-06-02,NA,NA,NA,NA,NA,NA,"Sweden Post Launch Observational Study (SCAAR Registry)","Not Critical","LLY640315","Marisa Alamillo","Remote Data Capture (RDC)","Uppsala University Hospital/Uppsala Clinical Research Center","Marta Herrera",NA,"moved to EU as per agreement with Nicole Hunt (18 Mar 2011-A.Colino)",NA
"1676","Archive","CV",13202,"H7T-PH-B009","Prasugrel","IV","300","7",1,30,2009-08-31,2009-08-25,2012-07-31,2012-07-30,2015-03-30,2013-02-04,2015-03-30,2013-02-04,2013-10-16,2013-10-30,2013-10-16,2013-10-30,2013-11-30,2013-12-10,NA,NA,"PH","CRO","COR","PMSNI1","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Effient (Prasugrel) Post-Marketing Surveillance Study","Not Critical","LLY640315","Michelle Shuk-Foon Lim","Paper - Other","Gleneagles CRC","MICHELLE LIM",NA,"PMS study",NA
"1677","Archive","CV",13160,"H7T-MC-B011","Prasugrel","IV","10000","2441",3,1,2009-09-08,2009-09-30,2009-10-15,2009-10-15,2012-10-31,2012-10-31,2012-10-31,2012-10-31,2013-01-15,2012-12-19,2013-01-15,2012-12-19,2013-04-01,2013-02-05,NA,NA,"COR","CRO","COR","PMNIEU","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"IMS Database Study","Critical","LLY640315","Marisa Alamillo","Remote Data Capture (RDC)","IMS Health","Marta Herrera",NA,"moved to EU as per agreement with Nicole Hunt (18 Mar 2011-A.Colino)",NA
"1678","Archive","CV",13120,"H7T-MC-B008","Prasugrel","IV","10000","11109",1,17,2009-10-01,2009-09-30,2009-10-15,2009-10-15,2013-01-15,2013-01-08,2013-01-15,2013-01-08,2013-03-01,2013-03-15,2013-03-01,2013-03-15,2013-08-31,2013-08-16,NA,NA,"COR","CRO","COR","PMNIEU","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"German Obs Study (ALKK PCI Registry in Germany)","Critical","LLY640315","Marisa Alamillo","Remote Data Capture (RDC)","Stiftung Institute fur Herzinfarktforschung an der Universitat Heidelberg","Marta Herrera",NA,"moved to EU as per agreement with Nicole Hunt (18 Mar 2011-A.Colino)",NA
"1679","Archive","CV",13086,"H6D-EW-LVIK","Tadalafil","IV","412","424",11,54,2009-06-15,2009-06-15,2009-11-20,2009-11-18,2012-11-02,NA,2012-11-02,2012-10-23,2012-11-27,2012-11-19,2012-11-27,2012-11-19,2013-06-15,2013-06-14,2013-10-23,2013-06-22,"UK","UK","UK","PMS-IN","Local","No","Trial File Closed",NA,NA,2009-06-22,NA,2009-06-22,2009-08-31,2009-08-27,"Effect of Tadalafil administered OaD/PRN after prostatectomy","Not Critical","LLY450190","Marisa Alamillo","InForm/InFuse","ICON (Process)","MARIA CARMEN JIMENEZ",NA,NA,NA
"1680","Archive","CV",13049,"I1V-JE-EIAE","Evacetrapib (LY2484595)","II","150","166",1,15,2011-03-23,2011-03-28,2011-06-21,2011-06-20,2012-03-15,2012-03-07,2012-03-15,2012-03-07,2012-05-07,2012-05-07,2012-05-07,2012-05-07,2012-09-10,2012-09-23,NA,NA,"APO","ICC","JP","CT-EXP","Corporate","No","Trial File Closed",2010-09-02,NA,NA,2011-03-21,NA,2011-05-27,2011-05-26,"JP CETP Inhibitor Phase 2","Critical","LLY2484595","Yuko Ochiai","InForm/InFuse","ICON (Process)","Yuko Ochiai",NA,NA,NA
"1681","Archive","CV",13038,"H7T-MC-TADO","Prasugrel","III","240","341",16,60,2012-10-12,2012-10-16,2013-04-26,2013-04-25,2015-11-17,2015-12-17,2015-07-17,2015-07-17,2015-08-30,2015-08-31,2016-01-21,2016-01-22,2016-05-12,2015-11-24,NA,2015-12-08,"QUI","QUI","COR","CTTHER","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,2013-03-01,2013-04-18,"Phase 3 Pediatric Indication","Critical","LLY640315","Linda N Simba","InForm","QUINTILES (Project)","Marta Herrera","Lori Melton","This trial will need to be converted to SDTM q4 2014-Q1 2015 before DBL in Q3 2015.<br>Q will be providing SDTM.<br>Q will also be creating ADS and TFL",NA
"1682","Archive","CV",12958,"H6D-KL-O015","Tadalafil","IV","650","633",1,30,2008-12-15,2008-11-10,2009-03-27,2009-02-18,2012-04-20,2012-04-13,2012-06-26,2009-05-18,2012-06-26,2012-08-13,2012-08-13,2012-08-13,2012-09-26,2012-09-26,NA,NA,"KR","KR","KR","PMSNI2","Local","No","Trial File Closed",NA,NA,NA,2008-12-20,2008-11-10,NA,NA,"Cialis OAD PMS study in Korea",NA,"LLY450190","Paula Michelle Lynch","Paper - Other","DreamCIS","Paula Michelle Lynch",NA,NA,NA
"1683","Archive","CV",12948,"H7T-MC-TADN","Prasugrel","III","4200","2377",1,88,2009-10-12,2009-10-07,2009-12-15,2009-12-29,2015-08-31,2015-06-24,2015-08-31,2015-06-24,2015-10-01,2015-07-03,2015-10-01,2015-07-03,2015-11-30,2015-09-24,NA,NA,"COR","BSC","COR","CTTHER","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,2009-11-03,"TAXUS Liberte Stent Study","Not Critical","LLY640315","Linda N Simba","Medidata Rave","Boston Scientific Corporation","Cory Zurcher",NA,"FPV occurred 29Dec2009 <br> <br>5-Nov-08; Per Shane Fey, &quot; FPV is dependant on the availability of marketed Effient, therefore the FPV will move out.&quot;",NA
"1684","Archive","CV",12918,"H7T-MC-TADF","Prasugrel","III","4400","4040",15,126,2009-08-07,2009-08-06,2009-12-10,2009-12-06,2013-02-18,2013-02-18,2012-12-19,2013-01-30,2013-03-26,2013-03-26,2013-03-26,2013-03-26,2013-08-30,2013-08-07,NA,NA,"COR","I3","COR","CTCONF","Corporate","No","Trial File Closed",NA,2009-08-15,2009-10-26,2009-09-30,2009-10-28,2010-01-14,2009-11-30,"Pre-Treatment","Critical","LLY640315","Linda N Simba","InForm/Clintrial (ICC)","inVentiv Clinical Solutions (Process)",NA,"Elizabeth Andrade-Bozzo/Jennifer Wright/Kim Allen - Ajudication","Locked March 2013​",NA
"1685","Archive","CV",12917,"H6D-MC-LVIG","Tadalafil","IB/II","24","20",6,24,2011-05-20,2011-05-31,2012-08-31,2012-07-17,2019-05-17,2019-04-03,2017-04-21,2017-04-21,2017-05-24,2017-05-24,2019-06-17,2019-04-18,2019-09-19,2019-09-23,NA,NA,"ICC","ICC","COR","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"PAH Peds - PK trial that  leads in to LVHV","Critical","LLY450190","Angela Elena Hall","InForm","ICON (Project)","Anita M Suppiger","Victoria Greco -Network","conversion by ICON in Jan 2015​",NA
"1686","Archive","CV",12549,"H7T-US-B007","Prasugrel","IV","17350","12365",1,350,2009-09-11,2010-01-15,2010-03-31,2010-04-05,2014-02-03,2014-01-31,2014-01-31,2014-01-31,NA,2014-05-31,2014-06-02,2014-05-31,2014-11-14,2016-01-14,NA,NA,"DUK","DUK","US","PMSNI2","Local","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Post Launch Observational Study","Not Critical","LLY640315","Linda N Simba","InForm","DUKE CLINICAL RESEARCH INST.","Cory Zurcher",NA,NA,NA
"1687","Archive","CV",12324,"H7T-MC-TACX","Prasugrel","II","39","33",1,10,2010-12-15,2010-12-16,2011-12-30,2011-11-30,2012-11-01,2012-11-02,2012-11-01,2012-11-02,2012-11-15,2012-11-15,2012-11-15,2012-11-15,2013-04-12,2013-04-25,NA,NA,"COR","I3","COR","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Phase 2 Pediatric Dose Ranging Study","Critical","LLY640315","Linda N Simba","InForm/Clintrial (ICC)","inVentiv Clinical Solutions (Process)",NA,"Jennifer Wright","Trial locked in Dec 2012. Changing CDA from Anita to Gregg Kebler for future questions.<br>​",NA
"1688","Archive","CV",12242,"H6D-JE-B012","Tadalafil","IV","2000","2151",1,600,2007-08-06,2007-08-06,2007-11-01,2007-10-16,2010-09-30,2010-03-12,2010-09-30,2010-03-12,2012-10-31,2011-07-21,2012-10-31,2011-07-21,2015-10-31,2012-01-20,NA,NA,"JP","JP","JP","PMSNI1","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"JP Cialis PMS ED",NA,"LLY450190","Motohide Nishi","Paper - Other","QUINTILES (Project)","Yuji Fukuda",NA,NA,NA
"1689","Archive","CV",11949,"I1V-MC-EIAN","Evacetrapib (LY2484595)","III","12000","12092",39,661,2012-05-25,2012-05-24,2012-10-04,2012-10-04,2016-07-31,2016-07-19,2016-03-16,2016-03-16,2016-03-31,2016-04-06,2016-03-31,2016-04-06,2016-07-13,2016-07-13,NA,2017-05-18,"COV","COV","COR","CTCONF","Corporate","No","Trial on Hold - Trial File Closed",2015-10-12,NA,NA,NA,NA,NA,2012-10-04,"CETP Inhibitor - Phase III - MACE rACS","Not Critical","LLY2484595","Angela Elena Hall","Medidata Rave","COVANCE",NA,"Michelle Novak","ICON created IG-SDV and Covance is programming SDTM​",NA
"1690","Archive","CV",11947,"I1V-MC-EIAK","Evacetrapib (LY2484595)","I","72","71",1,3,2012-02-02,2012-01-13,2012-02-20,2012-02-20,2012-06-04,2012-06-06,2012-06-04,2012-06-06,2012-07-17,2012-07-13,2012-07-17,2012-07-13,2012-11-30,2012-11-30,NA,NA,"BOS","COR","PRB","CTCONF","Corporate","No","Trial File Closed",2011-03-03,NA,NA,NA,NA,NA,NA,"CETP Inhibitor - Through QT - interval (TQT)","Critical","LLY2484595","Kimberly L O'Day",NA,NA,NA,NA,NA,NA
"1691","Archive","CV",11638,"H6D-MC-LVHQ","Tadalafil","IV","260","351",1,25,2009-12-14,2009-12-14,2010-05-10,2010-05-05,2015-12-31,2015-12-15,2015-12-31,2015-12-14,2016-03-18,2016-02-19,2016-03-18,2016-02-19,2016-05-13,2016-05-25,NA,NA,"INC","INC","COR","PMSNI1","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"NAION Epidemiology Study","Critical","LLY450190","Linda N Simba","TrialGTS","INC Research (previously Kendle)",NA,NA,NA,NA
"1692","Archive","BI",15728,"I2M-MC-GSDT","Blosozumab","I","53","0",1,1,2014-10-15,2014-10-15,2015-01-12,2015-01-12,2015-12-18,2015-03-27,2015-12-18,2015-03-27,2015-06-03,2015-06-10,2015-06-03,2015-06-10,2015-09-09,2015-09-17,NA,NA,"BOS","COR","PRB","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Formulation: Safety and Tolerability","Critical","LLY2541546","Kevin L Schnippel","Medidata Rave","COVANCE",NA,NA,NA,NA
"1693","Archive","BI",15470,NA,"Blosozumab","III","450",NA,9,60,2018-06-01,NA,2019-01-15,NA,2021-09-15,NA,2021-09-15,NA,2021-12-15,NA,2021-12-15,NA,2022-04-01,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2015-04-28,NA,NA,NA,NA,NA,NA,"Blosozumab H2H BMD Study with Romosozumab",NA,"LLY2541546",NA,NA,NA,NA,NA,NA,NA
"1694","Archive","BI",11352,"H9B-MC-BCDM","Tabalumab","III","990","1004",25,175,2010-08-31,2010-09-13,2010-12-15,2010-12-02,2014-01-21,NA,2012-12-12,2012-12-12,2013-07-25,2014-10-29,2014-04-10,2014-04-10,2014-09-08,2014-09-23,NA,NA,"QUI","QUI","COR","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Structure: 6 mo S&Sx, 1 & 2 yr structure","Critical","LLY2127399","Jude Joseph Burger","InForm","QUINTILES (Project)","Kevin M Prentice",NA,NA,NA
"1695","Archive","DIAB",16070,"I8B-FW-ITRF","URI Vasodilator/Excipient (LY900014)","IB","40","30",1,1,2015-12-15,2015-12-14,2016-03-14,2016-03-15,2016-08-14,2016-08-14,2016-08-14,2016-08-14,2016-10-03,2016-09-30,2016-10-04,2016-09-30,2017-02-28,2017-03-04,NA,NA,"COR","ECP","PRX","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,2016-03-14,"URI-Citrate+Remodulin Ph1b T1DM Pump PK/PD Variability","Critical","LLY900014","Richard Turner",NA,NA,NA,NA,NA,NA
"1696","Archive","BI",11351,"H9B-MC-BCDG","Tabalumab","II","99","100",8,60,2007-12-17,2007-12-14,2008-06-23,2008-06-18,2010-12-10,NA,2010-02-12,2010-02-03,2010-04-02,2010-04-01,2010-09-15,2010-09-15,2011-04-14,2013-02-05,2011-10-31,2012-12-25,"OMN","COR","COR","CTCONF","Corporate","No","Trial File Closed",2007-08-28,NA,NA,NA,NA,2008-06-20,NA,"Phase II Placebo Controlled RA (MTX Background)   LA294","Critical","LLY2127399",NA,NA,NA,NA,NA,NA,NA
"1697","Archive","AIIMIN",18319,"J3Q-MC-KJAA","BTK Inhibitor III (LY3837264)","I","64",NA,1,1,2022-05-04,NA,2022-07-04,NA,2023-07-26,NA,2023-07-26,NA,2023-09-22,NA,2023-09-22,NA,2023-12-08,NA,NA,NA,"COR","COR","PRX","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2021-11-02,NA,NA,NA,NA,NA,NA,"FHD | SAD | HV","Critical","LLY3837264","Christopher N Helton","Medidata Rave","COVANCE","Linda Burkhart",NA,NA,NA
"1698","Archive","AIIMIN",17115,"J1B-MC-FRCE","CD200R Antibody Agonist (LY3454738)","I","42",NA,1,1,2019-11-30,NA,2020-03-09,NA,2020-06-15,NA,2019-12-20,NA,2020-02-21,NA,2020-08-12,NA,2020-10-12,NA,NA,NA,"COR","ECP","PRX","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2020-03-12,NA,NA,NA,NA,NA,NA,"Experimental derm model for CD200R",NA,"LLY3454738",NA,NA,NA,NA,NA,NA,NA
"1699","Archive","AIIMIN",17114,"J1B-MC-FRCD","CD200R Antibody Agonist (LY3454738)","I","30",NA,1,1,2019-03-15,NA,2019-05-30,NA,2019-08-30,NA,2019-04-01,NA,2019-06-10,NA,2019-10-30,NA,2019-12-10,NA,NA,NA,"COR","ECP","PRX","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2020-03-12,NA,NA,NA,NA,NA,NA,"Pilot study for testing a derm model",NA,"LLY3454738",NA,NA,NA,NA,NA,NA,NA
"1700","Archive","AIIMIN",17104,"I9N-MC-FCAB","IL-33 Antibody I (LY3375880)","II","200","136",12,54,2018-12-11,2018-12-11,2019-02-12,2019-02-12,2020-02-28,2020-02-27,2020-02-28,2020-02-27,2020-03-31,2020-04-02,2020-03-31,2020-04-02,2020-09-22,2020-09-17,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Phase 2 Atopic Dermatitis LY3375880","Critical","LLY3375880","Angela Elena Hall","InForm/DMW","Syneos (Process)","Kennedy Daprile",NA,NA,"Y"
"1701","Archive","AIIMIN",17097,"I9O-MC-AABC","IL-23 Antibody/PH20 Formulation ( LY900021)","I","48","0",1,1,2018-05-15,2018-05-14,2018-10-11,2018-10-10,2019-06-18,2019-07-16,2019-06-18,2019-07-16,2019-08-29,2019-08-29,2019-08-29,2019-08-29,2019-12-19,2019-12-20,NA,NA,"ECP","ECP","PRB","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Pain and Tolerability of Large Volume Delivery","Not Critical","LLY900021","Christopher N Helton",NA,NA,"Micah Tragesser",NA,NA,NA
"1702","Archive","AIIMIN",17089,"J1A-MC-KDAB","PD-1 Antibody Agonist (LY3462817)","I","72","64",1,1,2018-09-07,2018-09-10,2018-12-05,2018-12-13,2019-12-11,2019-12-11,2019-12-11,2019-12-11,2020-02-28,2020-02-28,2020-03-02,2020-03-04,2020-06-30,2020-07-06,NA,NA,"COR","COV","PRX","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"SAD","Critical","LLY3462817","Christopher N Helton","Medidata Rave","COVANCE","Peter Robinson",NA,NA,NA
"1703","Archive","AIIMIN",17044,"I1F-MC-RHCN","Ixekizumab","III","300",NA,20,95,2020-02-28,NA,2020-07-21,NA,2024-02-04,NA,2021-02-22,NA,2021-03-25,NA,2024-03-06,NA,2024-07-02,NA,NA,NA,"IQV","COR","COR","CTCONF",NA,"Yes","Trial Cancelled - Created",2020-02-25,NA,NA,NA,NA,NA,NA,"Hidradenitis suppurativa (HS) trial 2 ixekizumab vs placebo",NA,"LLY2439821","Jude Joseph Burger",NA,NA,"Sara Huehls",NA,NA,"TBD"
"1704","Archive","AIIMIN",17043,"I1F-MC-RHCM","Ixekizumab","III","374",NA,20,93,2020-02-28,NA,2020-08-06,NA,2024-03-21,NA,2021-03-10,NA,2021-04-10,NA,2024-04-21,NA,2024-08-17,NA,NA,NA,"IQV","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2020-02-25,NA,NA,NA,NA,NA,NA,"hidradenitis suppurativa study 1 ixekizumab vs placebo",NA,"LLY2439821","Jude Joseph Burger",NA,NA,"Sara Huehls",NA,NA,"TBD"
"1705","Archive","AIIMIN",17040,"I4V-MC-B014","Baricitinib","IV","8",NA,0,0,NA,2017-11-21,NA,2017-12-18,NA,2018-01-05,NA,NA,NA,NA,NA,2018-01-05,NA,2019-04-11,NA,NA,"AM","AM","AM","PMSNI2","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Patient Preference Study to Understand Medical Need in RA",NA,"LLY3009104",NA,NA,NA,NA,NA,NA,NA
"1706","Archive","AIIMIN",17039,"I4V-MC-JAIV","Baricitinib","II","52","2",3,26,2018-07-20,2018-07-20,2019-04-10,2019-03-28,2019-09-26,2019-09-26,2019-09-26,2019-09-26,2019-10-22,2019-10-21,2019-10-22,2019-10-21,2019-12-16,2019-12-16,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Phase 2 Study of Patients with Primary Biliary Cholangitis","Critical","LLY3009104","Jude Joseph Burger","InForm/Clintrial (CDR)","ICON (Process)","Marta Herrera",NA,NA,NA
"1707","Archive","AIIMIN",17036,"I6Q-MC-BIFC","No Lilly Drug","I","55","44",1,1,2017-10-30,2017-11-13,2017-12-11,2017-12-15,2018-03-10,2018-03-12,2018-03-10,2018-03-12,NA,2018-06-27,2018-06-01,2018-06-27,2018-08-02,2018-08-02,NA,NA,"ECP","ECP","PRX","CTTHER","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Matrix Study","Not Critical","LLY9999NL",NA,NA,NA,NA,NA,NA,NA
"1708","Archive","AIIMIN",16981,"I1F-MC-RHCK","Ixekizumab","I","75","0",1,1,2017-10-10,2017-10-10,2017-11-07,2017-11-07,2018-06-08,2018-06-08,2018-06-01,2018-06-01,2018-07-09,2018-07-09,2018-07-09,2018-07-09,2018-10-03,2018-10-03,NA,NA,"BOS","COV","PRB","CTTHER","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Bolt New Device Safety and Tolerability Study","Critical","LLY2439821",NA,NA,NA,NA,NA,NA,NA
"1709","Archive","AIIMIN",16976,"I9T-MC-ILAC","TNFa/IL-23 Bispecific Antibody II (LY3429663)","I","143",NA,1,10,2018-07-26,NA,2018-11-13,NA,2021-08-31,NA,2021-08-31,NA,2020-02-20,NA,2020-08-06,NA,2020-09-22,NA,NA,NA,"COR","PRX","PRX","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2019-05-08,NA,NA,NA,NA,NA,NA,"HV SAD/MAD w/ Pso Pt MD cohort(s)","Critical","LLY3429663",NA,NA,NA,NA,NA,NA,NA
"1710","Archive","AIIMIN",17117,"I6T-MC-AMBP","IL-23 Antibody II (LY3074828)","I","21","26",1,3,2018-06-20,2018-06-27,2018-10-22,2018-10-23,2019-10-28,2019-10-28,2019-10-28,2019-10-28,2020-01-23,2020-01-23,2020-01-23,2020-01-23,2020-07-29,2020-05-13,NA,NA,"COR","COR","PRB","CTCONF","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Drug-disease interaction study in patients with psoriasis","Not Critical","LLY3074828","Christopher N Helton",NA,NA,"Micah Tragesser",NA,NA,NA
"1711","Archive","AIIMIN",16971,"I8W-MC-PDBC","PDE4 Inhibitor I (LY2775240)","I","60",NA,1,1,2018-08-03,NA,2018-10-26,NA,2019-04-04,NA,2019-04-04,NA,2019-05-28,NA,2019-05-28,NA,2019-07-17,NA,NA,NA,"SCP","COV","PRX","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2018-06-12,NA,NA,NA,NA,NA,NA,"MAD in HV","Critical","LLY2775240",NA,NA,NA,NA,NA,NA,NA
"1712","Archive","AIIMIN",16969,"I9S-MC-BTAA","BTLA Agonist Antibody (LY3361237)","I","64","50",1,1,2018-08-21,2018-08-10,2018-10-26,2018-10-26,2019-08-29,2019-08-29,2019-08-29,2019-08-29,2019-10-24,2019-10-24,2019-10-24,2019-10-24,2020-07-29,2020-08-06,NA,NA,"COR","COV","PRX","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"FHD SAD HV","Critical","LLY3361237","Christopher N Helton","Medidata Rave","COVANCE","Wendy Sorg",NA,NA,NA
"1713","Archive","AIIMIN",16863,"I4V-MC-B010","Baricitinib","IV","200",NA,3,1,2017-08-01,2018-12-03,2018-12-03,2019-03-15,2020-03-31,2019-11-18,NA,NA,NA,NA,2020-06-30,2020-03-15,2020-09-30,2020-03-17,NA,NA,"UBC","COR","COR","PMNIEU",NA,"No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Survey assessment of risk minimization activities",NA,"LLY3009104","Not Supported",NA,NA,NA,NA,NA,NA
